id	type id		subgoal	description
811	3	court bailiff or sheriff (aus) / court collections officer (nz)	\N	\N
812	3	create and talk about new ideas	\N	\N
813	3	creating meaningful work	\N	\N
814	3	creative thinking	\N	\N
815	3	creative thinking and problem solving 	\N	\N
816	3	creative thinking skills 	\N	\N
817	3	creative writing	\N	\N
818	3	creativity	\N	\N
819	3	cricket	\N	\N
820	3	cricket (indoor)	\N	\N
821	3	crisis work	\N	\N
822	3	critical thinking skills	\N	\N
823	3	crocheting	\N	\N
824	3	crop farmers nec	\N	\N
825	3	cryptography	\N	\N
826	3	css	\N	\N
827	3	cubing	\N	\N
828	3	curling	\N	\N
829	3	customer relations	\N	\N
830	3	customer service	\N	\N
831	3	customer service manager	\N	\N
832	3	customer service skills	\N	\N
833	3	cycling	\N	\N
834	3	d. people	\N	\N
835	3	dairy cattle farmer	\N	\N
836	3	dance	\N	\N
837	3	dance teacher (private tuition)	\N	\N
838	3	"dance, create body movement"	\N	\N
839	3	dancer or choreographer	\N	\N
840	3	dancing	\N	\N
841	3	darts	\N	\N
842	3	data analytics	\N	\N
843	3	database administrator	\N	\N
844	3	deal with obstacles and crises	\N	\N
845	3	dealing with complaints	\N	\N
846	3	debate	\N	\N
847	3	decision making skills	\N	\N
848	3	decorating	\N	\N
849	3	decorating a store	\N	\N
850	3	decorating classrooms	\N	\N
851	3	dedicated: devoted to aims or vocation.	\N	\N
852	3	deer farmer	\N	\N
853	3	defence force member   other ranks	\N	\N
854	3	defence force senior officer	\N	\N
855	3	defining problems	\N	\N
856	3	delegate responsibility	\N	\N
857	3	delegating skills	\N	\N
858	3	delivery goods	\N	\N
859	3	deltiology (postcard collecting)	\N	\N
860	3	demonstrating products	\N	\N
861	3	dental hygienist	\N	\N
862	3	dental prothetist	\N	\N
863	3	dental specialist	\N	\N
864	3	dental technician	\N	\N
865	3	dental therapist	\N	\N
866	3	dentist	\N	\N
867	3	dependable: may be relied on.	\N	\N
868	3	dermatologist	\N	\N
869	3	"design buildings, furniture, etc."	\N	\N
870	3	"design posters, draw cartoons and illustrations"	\N	\N
871	3	design presentations	\N	\N
872	3	designing systems	\N	\N
873	3	desire to improve	\N	\N
874	3	desire to learn	\N	\N
875	3	desktop publishing	\N	\N
876	3	detail oriented	\N	\N
877	3	detective	\N	\N
878	3	determination	\N	\N
879	3	"determined: to do, resolve, on a course of action."	\N	\N
880	3	developer programmer	\N	\N
881	3	dexterity	\N	\N
882	3	diagnostic and interventional radiologist	\N	\N
883	3	diagnostics	\N	\N
884	3	diesel motor mechanic	\N	\N
885	3	diesel repairs	\N	\N
886	3	dietitian	\N	\N
887	3	digital arts	\N	\N
888	3	diplomacy skills	\N	\N
889	3	direct the work of others	\N	\N
890	3	directing clients	\N	\N
891	3	directing customers	\N	\N
892	3	directing procedures	\N	\N
893	3	"director (film, television, radio or stage)"	\N	\N
894	3	director of photography	\N	\N
895	3	disabilities services officer	\N	\N
896	3	disc golf	\N	\N
897	3	dishwashing	\N	\N
898	3	displaying art	\N	\N
899	3	displaying samples	\N	\N
900	3	diver	\N	\N
901	3	diversional therapist	\N	\N
902	3	diving instructor (open water)	\N	\N
903	3	documentation	\N	\N
904	3	doesn t in various situations	\N	\N
905	3	dog and horse racing official	\N	\N
906	3	dog handler or trainer	\N	\N
907	3	dog sport	\N	\N
908	3	drainer	\N	\N
909	3	drama	\N	\N
910	3	drama teacher (private tuition)	\N	\N
911	3	draw or create other art	\N	\N
912	3	drawing	\N	\N
913	3	drawing/painting 	\N	\N
914	3	dressmaker or tailor	\N	\N
915	3	driller	\N	\N
916	3	drinking coffee	\N	\N
917	3	driving	\N	\N
918	3	driving diesel trucks	\N	\N
919	3	driving instructor	\N	\N
920	3	driving safely 	\N	\N
921	3	driving small trucks	\N	\N
922	3	driving 	\N	\N
923	3	drug and alcohol counsellor	\N	\N
924	3	drying clothes and dishes	\N	\N
925	3	dusting	\N	\N
926	3	dusting furniture	\N	\N
927	3	dyeing yarn 	\N	\N
928	3	early childhood (pre-primary school) teacher	\N	\N
929	3	earth science technician	\N	\N
930	3	eating	\N	\N
931	3	economist	\N	\N
932	3	editing	\N	\N
933	3	education adviser	\N	\N
934	3	education managers nec	\N	\N
935	3	education reviewer	\N	\N
936	3	educational psychologist	\N	\N
937	3	effective listening skills 	\N	\N
938	3	effective study skills	\N	\N
939	3	efficiency	\N	\N
940	3	"efficient: competent, capable, able to get results."	\N	\N
941	3	effort 	\N	\N
942	3	electorate officer	\N	\N
943	3	electrical engineer	\N	\N
944	3	electrical engineering draftsperson	\N	\N
945	3	electrical engineering technician	\N	\N
946	3	electrical linesworker	\N	\N
947	3	electrical repairs	\N	\N
948	3	electrical wiring	\N	\N
949	3	electrician (general)	\N	\N
950	3	electrician (special class)	\N	\N
951	3	electronic engineering draftsperson	\N	\N
952	3	electronic engineering technician	\N	\N
953	3	electronic equipment trades worker	\N	\N
954	3	electronic instrument trades worker (general)	\N	\N
955	3	electronic instrument trades worker (special class)	\N	\N
956	3	electronics engineer	\N	\N
957	3	electronics 	\N	\N
958	3	electroplater	\N	\N
959	3	element collecting	\N	\N
960	3	email	\N	\N
961	3	embroidery	\N	\N
962	3	embroidery 	\N	\N
963	3	emergency medicine specialist	\N	\N
964	3	emergency service worker	\N	\N
965	3	employee relations	\N	\N
966	3	enameling 	\N	\N
967	3	encouraging people	\N	\N
968	3	end user support	\N	\N
969	3	endocrinologist	\N	\N
970	3	"energetic: active, full of life, vigorous, an energetic worker."	\N	\N
971	3	enforcing rules	\N	\N
972	3	engineering	\N	\N
973	3	engineering manager	\N	\N
974	3	engineering patternmaker	\N	\N
975	3	engineering professionals nec	\N	\N
976	3	engineering technologist	\N	\N
977	3	engraver	\N	\N
978	3	"enterprising: strong interest, great eagerness."	\N	\N
979	3	entertainer or variety artist	\N	\N
980	3	entertaining others	\N	\N
981	3	enthusiasm	\N	\N
982	3	environmental consultant	\N	\N
983	3	environmental engineer	\N	\N
984	3	environmental health officer	\N	\N
985	3	environmental manager	\N	\N
986	3	environmental research scientist	\N	\N
987	3	environmental scientists nec	\N	\N
988	3	envisioning solutions or ideas	\N	\N
989	3	equestrianism	\N	\N
990	3	equipment hire manager	\N	\N
991	3	esperanto 	\N	\N
992	3	estimating project workload	\N	\N
993	3	ethics	\N	\N
994	3	evaluate	\N	\N
995	3	evaluate information for relevance and accuracy	\N	\N
996	3	evaluating work	\N	\N
997	3	excel	\N	\N
998	3	excellent ability to adapt to difficult situations	\N	\N
999	3	exhibition drill	\N	\N
1000	3	experience in the art of persuading	\N	\N
1001	3	explain ideas well	\N	\N
1002	3	"express myself through music, poetry, or art"	\N	\N
1003	3	expressing ideas	\N	\N
1004	3	external auditor	\N	\N
1005	3	extracting information 	\N	\N
1006	3	facials	\N	\N
1007	3	facilities manager	\N	\N
1008	3	factory skills	\N	\N
1009	3	faculty head	\N	\N
1010	3	family and marriage counsellor	\N	\N
1011	3	family support worker	\N	\N
1012	3	farm laborer (list skills and machinery you can use)	\N	\N
1013	3	farming skills (please list all your skills)	\N	\N
1014	3	farrier	\N	\N
1015	3	fashion designer	\N	\N
1016	3	felting 	\N	\N
1017	3	fencing	\N	\N
1018	3	fibrous plasterer	\N	\N
1019	3	field hockey	\N	\N
1020	3	figure skating	\N	\N
1021	3	filemaker pro	\N	\N
1022	3	filing	\N	\N
1023	3	filling orders	\N	\N
1024	3	film and video editor	\N	\N
1025	3	"film, television, radio and stage directors nec"	\N	\N
1026	3	fimo 	\N	\N
1027	3	finance	\N	\N
1028	3	finance broker	\N	\N
1029	3	finance brokers nec	\N	\N
1030	3	finance manager	\N	\N
1031	3	financial dealers nec	\N	\N
1032	3	financial institution branch manager	\N	\N
1033	3	financial investment adviser	\N	\N
1034	3	financial investment manager	\N	\N
1035	3	financial market dealer	\N	\N
1036	3	finding missing information	\N	\N
1037	3	fire fighter	\N	\N
1038	3	fire protection equipment technician	\N	\N
1039	3	first aid	\N	\N
1040	3	first aid trainer	\N	\N
1041	3	fisheries inspector	\N	\N
1042	3	fishing	\N	\N
1043	3	fitness centre manager	\N	\N
1044	3	fitter (general)	\N	\N
1045	3	fitter and turner	\N	\N
1046	3	fitter-welder	\N	\N
1047	3	fleet manager	\N	\N
1048	3	"flexible: manageable, adaptable, versatile."	\N	\N
1049	3	floor finisher	\N	\N
1050	3	florist	\N	\N
1051	3	flower collecting and pressing	\N	\N
1052	3	flower gardening	\N	\N
1053	3	flower grower	\N	\N
1054	3	flying	\N	\N
1055	3	flying instructor	\N	\N
1056	3	"folding clothes, towels, or sheets"	\N	\N
1057	3	follow instructions and company	\N	\N
1058	3	follow proper sequences	\N	\N
1059	3	following a recipe	\N	\N
1060	3	following instructions 	\N	\N
1061	3	food preparation	\N	\N
1062	3	food technologist	\N	\N
1063	3	footbag	\N	\N
1064	3	football	\N	\N
1065	3	footballer	\N	\N
1066	3	foraging	\N	\N
1067	3	forecasting	\N	\N
1068	3	foreign language learning	\N	\N
1069	3	foreign languages	\N	\N
1070	3	forester	\N	\N
1071	3	formulating new ideas	\N	\N
1072	3	fortran	\N	\N
1073	3	fossil hunting	\N	\N
1074	3	fruit or nut grower	\N	\N
1075	3	funeral director	\N	\N
1076	3	funeral workers nec	\N	\N
1077	3	furniture finisher	\N	\N
1078	3	furniture making	\N	\N
1079	3	furniture refinishing	\N	\N
1080	3	futures trader	\N	\N
1081	3	gallery or museum curator	\N	\N
1082	3	gallery or museum technician	\N	\N
1083	3	gambling	\N	\N
1084	3	gaming	\N	\N
1085	3	gaming (tabletop games and role-playing games)	\N	\N
1086	3	garage skills	\N	\N
1087	3	gardener (general)	\N	\N
1088	3	gardening skills	\N	\N
1089	3	gardening 	\N	\N
1090	3	gas or petroleum operator	\N	\N
1091	3	gasfitter	\N	\N
1092	3	gastroenterologist	\N	\N
1093	3	genealogy	\N	\N
1094	3	general medical practitioner	\N	\N
1095	3	general repair skills (list all your areas of experience)	\N	\N
1096	3	generate creative solutions to problems	\N	\N
1097	3	geocaching	\N	\N
1098	3	geologist	\N	\N
1099	3	geophysicist	\N	\N
1100	3	geotechnical engineer	\N	\N
1101	3	german 	\N	\N
1102	3	ghost hunting	\N	\N
1103	3	giving permanents and body waves	\N	\N
1104	3	glazier	\N	\N
1105	3	go	\N	\N
1106	3	goal setting	\N	\N
1107	3	goal setting 	\N	\N
1108	3	goat farmer	\N	\N
1109	3	golfer	\N	\N
1110	3	golfing	\N	\N
1111	3	gongoozling	\N	\N
1112	3	good communication skills including 	\N	\N
1113	3	good organizational skills	\N	\N
1114	3	graffiti	\N	\N
1115	3	grafting	\N	\N
1116	3	"grain, oilseed or pasture grower (australia) / field crop grower (new zealand)"	\N	\N
1117	3	grape grower	\N	\N
1118	3	graphic design	\N	\N
1119	3	graphic designer	\N	\N
1120	3	graphic pre-press trades worker 	\N	\N
1121	3	greenhouse work	\N	\N
1122	3	greenkeeper	\N	\N
1123	3	greeting clients	\N	\N
1124	3	greeting customers	\N	\N
1125	3	group counseling (list what types of problems)	\N	\N
1126	3	gunsmith	\N	\N
1127	3	gymnastics	\N	\N
1128	3	gymnastics coach or instructor	\N	\N
1129	3	hair coloring	\N	\N
1130	3	hair cutting	\N	\N
1131	3	hair lightening	\N	\N
1132	3	hair or beauty salon manager	\N	\N
1133	3	hairdresser	\N	\N
1134	3	ham radio 	\N	\N
1135	3	handball	\N	\N
1136	3	handle complaints	\N	\N
1137	3	handle money in a businesslike	\N	\N
1138	3	handling money	\N	\N
1139	3	hardware	\N	\N
1140	3	hardware technician	\N	\N
1141	3	"hardworking: done with energy, industrious."	\N	\N
1142	3	have good attendance	\N	\N
1143	3	health and welfare services managers nec	\N	\N
1144	3	health diagnostic and promotion professionals nec	\N	\N
1145	3	health information manager	\N	\N
1146	3	health promotion officer	\N	\N
1147	3	heating installation	\N	\N
1148	3	heavy equipment operation	\N	\N
1149	3	heavy labor	\N	\N
1150	3	helicopter pilot	\N	\N
1151	3	help and care for others	\N	\N
1152	3	help desk	\N	\N
1153	3	help set goals for my team	\N	\N
1154	3	herping	\N	\N
1155	3	hiking	\N	\N
1156	3	hiring	\N	\N
1157	3	historian	\N	\N
1158	3	"home repair (plumbing, electric, etc.) "	\N	\N
1159	3	homebrewing	\N	\N
1160	3	homoeopath	\N	\N
1161	3	"honest: not lying, cheating or stealing, sincere."	\N	\N
1162	3	hooking and unhooking trailer from tractor	\N	\N
1163	3	hooping	\N	\N
1164	3	horse breeder	\N	\N
1165	3	horse riding coach or instructor	\N	\N
1166	3	horse trainer	\N	\N
1167	3	hospital pharmacist	\N	\N
1168	3	hostess / maitre de	\N	\N
1169	3	hotel or motel manager	\N	\N
1170	3	house framing	\N	\N
1171	3	house painting	\N	\N
1172	3	html	\N	\N
1173	3	human resource adviser	\N	\N
1174	3	human resource manager	\N	\N
1175	3	human resources	\N	\N
1176	3	hunting	\N	\N
1177	3	hydrographer	\N	\N
1178	3	ice hockey	\N	\N
1179	3	ict business analyst	\N	\N
1180	3	ict customer support officer	\N	\N
1181	3	ict sales representative	\N	\N
1182	3	ict security specialist	\N	\N
1183	3	ict support technicians nec	\N	\N
1184	3	ict systems test engineer	\N	\N
1185	3	identify and manage ethical issues	\N	\N
1186	3	identify ethical issues	\N	\N
1187	3	identify the need for data	\N	\N
1188	3	identifying problems	\N	\N
1189	3	illustrator	\N	\N
1190	3	imagining innovative solutions	\N	\N
1191	3	implementation	\N	\N
1192	3	importance	\N	\N
1193	3	importer or exporter	\N	\N
1194	3	income tax	\N	\N
1195	3	independent: ability to work on your own without being constantly supervised.	\N	\N
1196	3	individual counseling (list what types of problems)	\N	\N
1197	3	indoors[edit]	\N	\N
1198	3	industrial designer	\N	\N
1199	3	industrial engineer	\N	\N
1200	3	industrial pharmacist	\N	\N
1201	3	"industrious: hardworking, diligent."	\N	\N
1202	3	information and organisation professionals nec	\N	\N
1203	3	information management	\N	\N
1204	3	initiator 	\N	\N
1205	3	inline skating	\N	\N
1206	3	"innovative: make changes, introduction of something new."	\N	\N
1207	3	insect collecting	\N	\N
1208	3	inspect and maintain equipment or vehicles	\N	\N
1209	3	inspecting buildings	\N	\N
1210	3	inspecting equipment	\N	\N
1211	3	inspection	\N	\N
1212	3	inspire others to follow willingly	\N	\N
1213	3	installation	\N	\N
1214	3	instructing others	\N	\N
1215	3	insulation installation	\N	\N
1216	3	insurance agent	\N	\N
1217	3	insurance broker	\N	\N
1218	3	insurance investigator	\N	\N
1219	3	insurance loss adjuster	\N	\N
1220	3	insurance risk surveyor	\N	\N
1221	3	integrity	\N	\N
1222	3	intellectual property lawyer	\N	\N
1223	3	intelligence officer	\N	\N
1224	3	intensive care ambulance paramedic	\N	\N
1225	3	intensive care specialist	\N	\N
1226	3	interacting with various people 	\N	\N
1227	3	inter-agency work	\N	\N
1228	3	interior decorator	\N	\N
1229	3	interior designer	\N	\N
1230	3	internal auditor	\N	\N
1231	3	internet	\N	\N
1232	3	interpersonal communication skills 	\N	\N
1233	3	interpersonal/negotiation skills and 	\N	\N
1234	3	interpreter	\N	\N
1235	3	interview people	\N	\N
1236	3	interviewing	\N	\N
1237	3	interviewing 	\N	\N
1238	3	inventing products/ideas	\N	\N
1239	3	inventory	\N	\N
1240	3	investigate and clarify results	\N	\N
1241	3	investigating solutions	\N	\N
1242	3	ios	\N	\N
1243	3	iphone	\N	\N
1244	3	ironing	\N	\N
1245	3	java	\N	\N
1246	3	javascript	\N	\N
1247	3	jeweller	\N	\N
1248	3	jewellery designer	\N	\N
1249	3	jewelry making	\N	\N
1250	3	jockey	\N	\N
1251	3	jogging	\N	\N
1252	3	joiner	\N	\N
1253	3	journalists and other writers nec	\N	\N
1254	3	judge	\N	\N
1255	3	judgment	\N	\N
1256	3	judicial and other legal professionals nec	\N	\N
1257	3	judo	\N	\N
1258	3	jugger	\N	\N
1259	3	juggling	\N	\N
1260	3	juggling 	\N	\N
1261	3	jukskei	\N	\N
1262	3	kart racing	\N	\N
1263	3	kayaking	\N	\N
1264	3	keep businesslike records	\N	\N
1265	3	keep records	\N	\N
1266	3	keeping on schedule	\N	\N
1267	3	keeping records	\N	\N
1268	3	kennel hand	\N	\N
1269	3	kitchen skills	\N	\N
1270	3	kiteboarding	\N	\N
1271	3	kiteflying	\N	\N
1272	3	knitting	\N	\N
1273	3	knots 	\N	\N
1274	3	know when to ask for help	\N	\N
1275	3	knowledge of community 	\N	\N
1276	3	knowledge of government affairs	\N	\N
1277	3	laboratory manager	\N	\N
1278	3	lacemaking	\N	\N
1279	3	lampwork glass beads 	\N	\N
1280	3	land economist	\N	\N
1281	3	landscape architect	\N	\N
1282	3	landscape gardener	\N	\N
1283	3	landscaping	\N	\N
1284	3	lapidary	\N	\N
1285	3	larping	\N	\N
1286	3	laundry skills	\N	\N
1287	3	lawn care	\N	\N
1288	3	lead by example	\N	\N
1289	3	leadership skills	\N	\N
1290	3	leading teams	\N	\N
1291	3	leaf collecting and pressing	\N	\N
1292	3	learn new skills from others	\N	\N
1293	3	learn quickly	\N	\N
1294	3	learn whom to ask for help	\N	\N
1295	3	leather crafting	\N	\N
1296	3	leather goods maker	\N	\N
1297	3	legal executive	\N	\N
1298	3	lego building	\N	\N
1299	3	liaison officer	\N	\N
1300	3	librarian	\N	\N
1301	3	library technician	\N	\N
1302	3	licensed club manager	\N	\N
1303	3	life science technician	\N	\N
1304	3	life scientist	\N	\N
1305	3	life scientists nec	\N	\N
1306	3	life skills examples	\N	\N
1307	3	lift mechanic	\N	\N
1308	3	light technician	\N	\N
1309	3	lincoln douglas debate	\N	\N
1310	3	linux	\N	\N
1311	3	listen well	\N	\N
1312	3	listening	\N	\N
1313	3	listening and speaking 	\N	\N
1314	3	listening to people	\N	\N
1315	3	livestock farmers nec	\N	\N
1316	3	loading and unloading	\N	\N
1317	3	"locate answers, gather information"	\N	\N
1318	3	locksmith	\N	\N
1319	3	logical thinking	\N	\N
1320	3	look for better ways to do things	\N	\N
1321	3	look for ways to make the system work better	\N	\N
1322	3	lost wax casting 	\N	\N
1323	3	mac	\N	\N
1324	3	machining	\N	\N
1325	3	macram 	\N	\N
1326	3	magic	\N	\N
1327	3	magistrate	\N	\N
1328	3	main cook	\N	\N
1329	3	maintain focus with interruptions	\N	\N
1330	3	maintaining a high level of production	\N	\N
1331	3	maintaining files	\N	\N
1332	3	maintaining records	\N	\N
1333	3	maintaining schedules or times	\N	\N
1334	3	maintenance / janitorial skills	\N	\N
1335	3	maintenance / repair skills	\N	\N
1336	3	maintenance planner	\N	\N
1337	3	maintenance repairs	\N	\N
1338	3	"make a budget, manage money"	\N	\N
1339	3	make adjustments when needed	\N	\N
1340	3	make and keep schedules	\N	\N
1341	3	make decisions	\N	\N
1342	3	make up artist	\N	\N
1343	3	making a household budget	\N	\N
1344	3	making appointments	\N	\N
1345	3	making assignments	\N	\N
1346	3	making clothes	\N	\N
1347	3	making important decisions	\N	\N
1348	3	making models 	\N	\N
1349	3	"manage conflicts, resolve issues"	\N	\N
1350	3	manage finances	\N	\N
1351	3	manage people	\N	\N
1352	3	management	\N	\N
1353	3	management accountant	\N	\N
1354	3	management consultant	\N	\N
1355	3	managing organizations	\N	\N
1356	3	managing people 	\N	\N
1357	3	manicures/pedicures	\N	\N
1358	3	manufacturer	\N	\N
1359	3	marbles	\N	\N
1360	3	marine biologist	\N	\N
1361	3	market research analyst	\N	\N
1362	3	marketing specialist	\N	\N
1363	3	martial arts	\N	\N
1364	3	massage therapist	\N	\N
1365	3	master fisher	\N	\N
1366	3	materials engineer	\N	\N
1367	3	mathematician	\N	\N
1368	3	matlab	\N	\N
1369	3	maya	\N	\N
1370	3	meal planning	\N	\N
1371	3	meat inspector	\N	\N
1372	3	mechanical engineer	\N	\N
1373	3	mechanical engineering draftsperson	\N	\N
1374	3	mechanical engineering technician	\N	\N
1375	3	mechanical repairs	\N	\N
1376	3	mechanically inclined	\N	\N
1377	3	mechanics 	\N	\N
1378	3	media producer (excluding video)	\N	\N
1379	3	mediation	\N	\N
1380	3	medical administrator	\N	\N
1381	3	medical diagnostic radiographer	\N	\N
1382	3	medical laboratory scientist	\N	\N
1383	3	medical laboratory technician	\N	\N
1384	3	medical oncologist	\N	\N
1385	3	medical practitioners nec	\N	\N
1386	3	medical radiation therapist	\N	\N
1387	3	meet deadlines	\N	\N
1388	3	meeting deadlines	\N	\N
1389	3	meeting new people 	\N	\N
1390	3	metal casting trades worker	\N	\N
1391	3	metal detecting	\N	\N
1392	3	metal fabricator	\N	\N
1393	3	metal fitter and machinists nec	\N	\N
1394	3	metal machinist (first class)	\N	\N
1395	3	metal polisher	\N	\N
1396	3	metallurgical or materials technician	\N	\N
1397	3	metallurgist	\N	\N
1398	3	meteorologist	\N	\N
1399	3	meteorology	\N	\N
1400	3	microbiologist	\N	\N
1401	3	microscopy	\N	\N
1402	3	microsoft excel	\N	\N
1403	3	microsoft office	\N	\N
1404	3	microsoft outlook	\N	\N
1405	3	microsoft publisher	\N	\N
1406	3	microsoft visual	\N	\N
1407	3	microsoft word	\N	\N
1408	3	midwife	\N	\N
1409	3	migration agent	\N	\N
1410	3	mine deputy	\N	\N
1411	3	mineral collecting	\N	\N
1412	3	miniatures 	\N	\N
1413	3	mining engineer (excluding petroleum)	\N	\N
1414	3	minister of religion	\N	\N
1415	3	minor auto repairs	\N	\N
1416	3	mixed crop and livestock farmer	\N	\N
1417	3	mixed crop farmer	\N	\N
1418	3	mixed livestock farmer	\N	\N
1419	3	mobile	\N	\N
1420	3	model aircraft making and flying	\N	\N
1421	3	model building	\N	\N
1422	3	modelling	\N	\N
1423	3	monetary exchange	\N	\N
1424	3	money handling	\N	\N
1425	3	mopping the floor	\N	\N
1426	3	mosaics 	\N	\N
1427	3	motivate others	\N	\N
1428	3	"motivated: the inner reason for any act; as, hunger might be the motive for working."	\N	\N
1429	3	motor mechanic (general)	\N	\N
1430	3	motor sports	\N	\N
1431	3	motorcycle mechanic	\N	\N
1432	3	mountain biking	\N	\N
1433	3	movie collecting	\N	\N
1434	3	mowing the lawn	\N	\N
1435	3	multimedia designer	\N	\N
1436	3	multi-task	\N	\N
1437	3	multi-tasking	\N	\N
1438	3	mushroom hunting or mycology	\N	\N
1439	3	music director	\N	\N
1440	3	music professionals nec	\N	\N
1441	3	music skills related to your teaching	\N	\N
1442	3	music teacher (private tuition)	\N	\N
1443	3	musical instrument maker or repairer	\N	\N
1444	3	musician instrumental	\N	\N
1445	3	mysql	\N	\N
1446	3	natural and physical science professionals nec	\N	\N
1447	3	naturopath	\N	\N
1448	3	naval architect	\N	\N
1449	3	navigating politics 	\N	\N
1450	3	needlepoint/petit point 	\N	\N
1451	3	negotiating	\N	\N
1452	3	negotiating skills	\N	\N
1453	3	net ball	\N	\N
1454	3	network administrator	\N	\N
1455	3	network analyst	\N	\N
1456	3	networks	\N	\N
1457	3	neurologist	\N	\N
1458	3	neurosurgeon	\N	\N
1459	3	newspaper or periodical editor	\N	\N
1460	3	nice	\N	\N
1461	3	nordic skating	\N	\N
1462	3	nuclear medicine technologist	\N	\N
1463	3	nurse educator	\N	\N
1464	3	nurse manager	\N	\N
1465	3	nurse practitioner	\N	\N
1466	3	nurse researcher	\N	\N
1467	3	nurseryperson	\N	\N
1468	3	nursing clinical director	\N	\N
1469	3	nutritionist	\N	\N
1470	3	observing	\N	\N
1471	3	obstetrician and gynaecologist	\N	\N
1472	3	obtain information	\N	\N
1473	3	occupational health and safety adviser	\N	\N
1474	3	occupational therapist	\N	\N
1475	3	office manager	\N	\N
1476	3	open source software	\N	\N
1477	3	operate tools or machinery	\N	\N
1478	3	operating a dishwasher	\N	\N
1479	3	"operating machinery (examples: grinder, lathe, drill press, milling machine, etc. list all you know how to use)"	\N	\N
1480	3	ophthalmologist	\N	\N
1481	3	optical dispenser	\N	\N
1482	3	optical mechanic	\N	\N
1483	3	optimistic: view that good prevails over evil.	\N	\N
1484	3	optometrist	\N	\N
1485	3	or school policies	\N	\N
1486	3	oracle	\N	\N
1487	3	oral presentations	\N	\N
1488	3	order processing	\N	\N
1489	3	ordering supplies	\N	\N
1490	3	organisation and methods analyst	\N	\N
1491	3	organisational psychologist	\N	\N
1492	3	organization	\N	\N
1493	3	organizational effectiveness and leadership	\N	\N
1494	3	organize a task well	\N	\N
1495	3	organize and chair a meeting	\N	\N
1496	3	organize and manage projects	\N	\N
1497	3	organized	\N	\N
1498	3	organized: place things in working order.	\N	\N
1499	3	"organizing a closet, cupboard, shed, attic or garage"	\N	\N
1500	3	organizing files	\N	\N
1501	3	organizing projects relating to parents and people in the community	\N	\N
1502	3	organizing tasks	\N	\N
1503	3	orienteering 	\N	\N
1504	3	origami	\N	\N
1505	3	ornamental woodwork	\N	\N
1506	3	orthopaedic surgeon	\N	\N
1507	3	orthoptist	\N	\N
1508	3	orthotist or prosthetist	\N	\N
1509	3	osteopath	\N	\N
1510	3	other kinds of auto repairs	\N	\N
1511	3	other spatial scientist	\N	\N
1512	3	other sports coach or instructor	\N	\N
1513	3	other sports official	\N	\N
1514	3	"other supervisory experience (in a job, in a club or organization you belong to, etc.)"	\N	\N
1515	3	otorhinolaryngologist	\N	\N
1516	3	outdoors[edit]	\N	\N
1517	3	over-the-road driving (long distance)	\N	\N
1518	3	packing	\N	\N
1519	3	paediatric surgeon	\N	\N
1520	3	paediatrician	\N	\N
1521	3	paint ball	\N	\N
1522	3	paintball	\N	\N
1523	3	painter (visual arts)	\N	\N
1524	3	painting	\N	\N
1525	3	painting a room	\N	\N
1526	3	painting trades worker	\N	\N
1527	3	panelbeater	\N	\N
1528	3	paneling	\N	\N
1529	3	papermaking 	\N	\N
1530	3	park ranger	\N	\N
1531	3	parkour	\N	\N
1532	3	parole or probation officer	\N	\N
1533	3	parts clerk	\N	\N
1534	3	pastrycook	\N	\N
1535	3	patents examiner	\N	\N
1536	3	pathologist	\N	\N
1537	3	patient: calm.	\N	\N
1538	3	pay attention to details	\N	\N
1539	3	payroll	\N	\N
1540	3	people management skills	\N	\N
1541	3	people watching	\N	\N
1542	3	people-oriented: enjoy working/being with people.	\N	\N
1543	3	perform and act	\N	\N
1544	3	performing clerical work 	\N	\N
1545	3	performing numerical analysis	\N	\N
1546	3	perl	\N	\N
1547	3	perseverance	\N	\N
1548	3	"persevering: steadfast pursuit to an aim, refusal to give up; continued effort."	\N	\N
1549	3	personal and career development skills 	\N	\N
1550	3	persuasion	\N	\N
1551	3	petroleum engineer	\N	\N
1552	3	photographer	\N	\N
1553	3	photography	\N	\N
1554	3	php	\N	\N
1555	3	physicist	\N	\N
1556	3	physiotherapist	\N	\N
1557	3	picture framer	\N	\N
1558	3	pig farmer	\N	\N
1559	3	pigeon racing	\N	\N
1560	3	ping pong	\N	\N
1561	3	plan activities and put them into action	\N	\N
1562	3	plan ahead	\N	\N
1563	3	plan daily work or special events	\N	\N
1564	3	planning	\N	\N
1565	3	planning meetings 	\N	\N
1566	3	plastic and reconstructive surgeon	\N	\N
1567	3	plastics technician	\N	\N
1568	3	playing musical instruments	\N	\N
1569	3	plumber (general)	\N	\N
1570	3	plumbing	\N	\N
1571	3	plumbing inspector	\N	\N
1572	3	plumbing repairs	\N	\N
1573	3	podiatrist	\N	\N
1574	3	poker	\N	\N
1575	3	pole dancing	\N	\N
1576	3	police officer	\N	\N
1577	3	policy analyst	\N	\N
1578	3	policy and planning manager	\N	\N
1579	3	polishing furniture	\N	\N
1580	3	positivity	\N	\N
1581	3	post office manager	\N	\N
1582	3	potter or ceramic artist	\N	\N
1583	3	pottery	\N	\N
1584	3	poultry farmer	\N	\N
1585	3	power generation plant operator	\N	\N
1586	3	"practical: inclined or suited to useful action, rather that speculation."	\N	\N
1587	3	precision instrument maker and repairer	\N	\N
1588	3	predicting future trends	\N	\N
1589	3	prepare budgets	\N	\N
